Year;CP;Estimation_method;Estimation_method_detailed;Road;RoadCategory;Easting;Northing;Longitute;Latitude;StartJunction;EndJunction;LinkLength_miles;LinkLength_kilometres;Motorcycles;CarsTaxis;BusesCoaches;LightGoodsVehicles;AllHGVs;AllMotorVehicles;;MotorcycleCO2PerKilometer;CarsTaxisCO2PerKilometer;BusesCoachesCO2PerKilometer;LightGoodsVehiclesCO2PerKilometer;AllHGVsCO2PerKilometer;TotalEmissionsPerSection;;Rank;
2010;78515;Estimated;Estimated using previous year's AADF on this link;A93;PU;389000;802770;;;Old Ferry Rd;A90;3.11;;36.29;12923.09;256.28;1696.47;369.68;15281.82;;;;;;;;;;
2010;78516;Estimated;Estimated using previous year's AADF on this link;A944;PU;389500;806670;;;Skye Rd;Springhill Rd;0.37;;10.07;1638.68;52.25;220.59;58.11;1979.7;;;;;;;;;;
2010;78517;Estimated;Estimated from nearby links;A96;TU;389100;809800;;;Bankhead Avenue;A947;0.37;;19.87;2227.36;27.62;253.65;141.39;2669.9;;;;;;;;;;
2010;78518;Estimated;Estimated from nearby links;A947;PR;388800;813900;;;Riverview Drive;LA boundary;0.31;;8.39;1797.62;32.09;182.57;45.59;2066.27;;;;;;;;;;
2010;80026;Estimated;Estimated using previous year's AADF on this link;A93;PU;394000;805580;;;A9013;A956;0.99;;2.9;1613.73;15.6;164.75;32.3;1829.28;;;;;;;;;;
2010;80027;Estimated;Estimated using previous year's AADF on this link;A956;PU;394610;806300;;;A93;A96/A9013;0.43;;34.29;2767.03;7.94;690.29;330.86;3830.41;;;;;;;;;;
2010;80028;Estimated;Estimated using previous year's AADF on this link;A944;PR;389000;806640;;;B9119;Skye Rd;0.99;;19.23;3765.98;68.95;463.4;152.77;4470.33;;;;;;;;;;
2010;80029;Estimated;Estimated using previous year's AADF on this link;A944;PU;390000;806680;;;Springhill Rd;A90;0.75;;18.51;3488.01;121.66;336.39;108.86;4073.43;;;;;;;;;;
2010;80030;Estimated;Estimated using previous year's AADF on this link;A944;PU;392000;806800;;;A90;A978;0.93;;18.03;2929.13;59.88;277.6;102.4;3387.04;;;;;;;;;;
2010;80031;Estimated;Estimated using previous year's AADF on this link;A944;PU;393000;806910;;;A978;A96;0.93;;22.79;3789.84;46.95;661.35;128.6;4649.52;;;;;;;;;;
2010;80032;Estimated;Estimated using previous year's AADF on this link;A90;TU;394000;810990;;;B997 Scotstown Road;A956;0.62;;39.24;2807.11;33.11;529.13;260.37;3668.95;;;;;;;;;;
2010;80033;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;810000;;;A96;B997 Scotstown Road;2.61;;32.39;13961.7;50.49;1921.32;760.14;16726.04;;;;;;;;;;
2010;80038;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392880;804000;;;A945;B9077;0.81;;14.45;2474.6;57.49;275.38;33.61;2855.53;;;;;;;;;;
2010;80039;Estimated;Estimated using previous year's AADF on this link;A96;PU;393640;807320;;;B991;A944;0.56;;14.7;987.13;27.56;129;68.79;1227.17;;;;;;;;;;
2010;80040;Estimated;Estimated using previous year's AADF on this link;A96;PU;394240;806750;;;A944;A956;0.5;;6.89;1836;35.38;326.77;179.63;2384.67;;;;;;;;;;
2010;80041;Counted;Manual count;A9012;PU;392000;808000;;;A90;A978;0.56;;10.82;1449.46;1.63;154.32;38.99;1655.21;;;;;;;;;;
2010;80333;Estimated;Estimated using previous year's AADF on this link;A978;PU;393050;806000;;;A9013;A944;0.93;;14.29;1947.65;43.55;305.16;58.17;2368.82;;;;;;;;;;
2010;80345;Estimated;Estimated using previous year's AADF on this link;A956;PU;394350;805030;;;Souter Head Rd roundabout;A945;1.93;;83.67;12790.46;92.81;2635.15;2232.99;17835.07;;;;;;;;;;
2010;80355;Estimated;Estimated using previous year's AADF on this link;A944;PR;386000;806180;;;B9119;B9119;2.36;;74.12;20747.12;175.82;2035.67;753.25;23785.97;;;;;;;;;;
2011;1041;Counted;Manual count;A956;PU;394400;809000;;;A978;B997 Balgownie Road;0.81;;46.29;5339.56;182.8;829.68;445.8;6844.14;;;;;;;;;;
2011;1042;Counted;Manual count;A9013;PU;393250;805600;;;A93;A978;0.19;;11.5;940.93;45.79;120.98;27.56;1146.75;;;;;;;;;;
2011;1178;Estimated;Estimated using previous year's AADF on this link;A90;TU;391560;808000;;;A9011;A9012;0.87;;57.79;8145.99;50.49;1230.08;524.23;10008.57;;;;;;;;;;
2011;1213;Counted;Automatic counter;A96;TR;384900;811400;;;B979;B979;1.55;;8.51;9665.67;216.59;1270.08;574.37;11735.22;;;;;;;;;;
2011;10775;Counted;Manual count;A956;PU;394600;810000;;;B997 Balgownie Road;A90;0.75;;70.76;6475.52;154.59;1001.01;376.67;8078.54;;;;;;;;;;
2011;10859;Counted;Manual count;A93;PR;387200;802070;;;B979;Old Ferry Rd;1.74;;29.85;6979.1;140.34;708.71;220.36;8078.36;;;;;;;;;;
2011;10989;Counted;Automatic counter;A90;TU;392900;803560;;;B9077 Leggart Terrace;A9013;0.19;;19.32;1813.13;1.09;335.64;22.18;2191.37;;;;;;;;;;
2011;10990;Counted;Manual count;A947;PU;389010;811700;;;Riverview Drive;A96;3.04;;182.26;16134.18;217.82;2035.94;971.3;19541.49;;;;;;;;;;
2011;20853;Estimated;Estimated using previous year's AADF on this link;A9013;PU;394400;806330;;;B986;A96/A956;0.43;;51.28;1551.25;203.85;271.48;37.47;2115.32;;;;;;;;;;
2011;20854;Estimated;Estimated using previous year's AADF on this link;A90;TR;392900;803000;;;A956;Cairngorm Rd;1.74;;71.76;14974.28;92.72;1941.32;994.47;18074.55;;;;;;;;;;
2011;20868;Estimated;Estimated using previous year's AADF on this link;A96;PU;392000;809050;;;A90;A978;1.24;;125.19;5475.42;124.74;763.41;284.86;6773.62;;;;;;;;;;
2011;20987;Counted;Automatic counter;A90;TU;391620;805200;;;A93;B9119 Queen's Road;0.62;;79.61;6465.63;7.94;1381.9;251.29;8186.36;;;;;;;;;;
2011;21002;Estimated;Estimated using previous year's AADF on this link;A978;PU;392640;808000;;;A9012;A96;0.56;;13.06;2053.45;23.07;283.73;57.97;2431.28;;;;;;;;;;
2011;30854;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393200;805300;;;B9077;A93;0.19;;7.48;824.37;39.46;111.99;24.09;1007.4;;;;;;;;;;
2011;30860;Estimated;Estimated using previous year's AADF on this link;A93;PU;392600;805000;;;A90;A9013;0.93;;14.97;2949.88;95.6;399.4;72.12;3531.96;;;;;;;;;;
2011;30992;Estimated;Estimated using previous year's AADF on this link;A90;TU;391350;809035;;;A9012;A96;0.62;;65.09;6239.28;83.01;972.07;312.98;7672.43;;;;;;;;;;
2011;40780;Estimated;Estimated using previous year's AADF on this link;A96;TR;386800;811210;;;B979;Bankhead Avenue;2.42;;125.6;12964.44;167.17;1524.92;804.91;15587.04;;;;;;;;;;
2011;40854;Estimated;Estimated using previous year's AADF on this link;A956;PU;394200;808100;;;A96/A9013;A978;1.18;;34.04;5033.16;305.09;802.37;627.85;6802.52;;;;;;;;;;
2011;40861;Counted;Manual count;A93;PR;385000;801100;;;B979;B979;1.43;;29.21;6428.71;100.16;803.33;340.63;7702.03;;;;;;;;;;
2011;40869;Estimated;Estimated using previous year's AADF on this link;A96;PU;393100;808000;;;A978;B991;0.5;;25.04;2058.99;102.15;367.78;169.1;2723.06;;;;;;;;;;
2011;40991;Counted;Automatic counter;A90;TU;392640;804000;;;A9013;A93;0.81;;96.12;6861.24;10.91;1021.92;482.36;8472.54;;;;;;;;;;
2011;41007;Estimated;Estimated using previous year's AADF on this link;A978;PU;394000;808500;;;A96;A956;0.75;;35.11;3696.21;47.08;666.79;287.4;4732.6;;;;;;;;;;
2011;50843;Estimated;Estimated using previous year's AADF on this link;A978;PU;392400;807600;;;A9011;A9012;0.19;;5.85;910.38;20;102.94;20.62;1059.79;;;;;;;;;;
2011;50863;Estimated;Estimated using previous year's AADF on this link;A90;TU;391100;806200;;;B9119 Queen's Road;A944;0.99;;97.98;8636.2;35.93;1206.94;656.09;10633.13;;;;;;;;;;
2011;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393800;806000;;;A978;B986;0.43;;8.73;1842.89;240.52;354.35;83.98;2530.48;;;;;;;;;;
2011;74306;Estimated;Estimated using previous year's AADF on this link;A93;PR;383400;800930;;;LA boundary;B979;0.37;;3.27;475.87;13.74;63.28;23.81;579.97;;;;;;;;;;
2011;74307;Counted;Automatic counter;A90;TR;393170;800230;;;LA boundary;A956;0.43;;87.79;5084.93;17.46;767.61;523.12;6480.91;;;;;;;;;;
2011;74308;Estimated;Estimated using previous year's AADF on this link;A90;TR;394740;812500;;;A956;LA boundary;2.3;;177.06;10313.3;106.57;1523.92;861.82;12982.67;;;;;;;;;;
2011;74310;Estimated;Estimated using previous year's AADF on this link;A96;TR;382860;812325;;;LA Boundary;B979;0.31;;14.63;1680.7;8.73;222.26;107.39;2033.72;;;;;;;;;;
2011;74311;Estimated;Estimated using previous year's AADF on this link;A944;PR;384070;806365;;;LA boundary;B9119;0.06;;0.91;84.03;0.82;11.07;9.96;106.78;;;;;;;;;;
2011;74312;Estimated;Estimated using previous year's AADF on this link;A945;PU;394220;804670;;;A9013;A956;1.43;;79.81;6017.65;33.91;957.21;339.59;7428.17;;;;;;;;;;
2011;74313;Counted;Manual count;A956;PU;394510;805770;;;A945;A93;0.81;;66.93;6275.09;172.48;1284.92;871.55;8670.97;;;;;;;;;;
2011;74314;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;806950;;;A944;A9011;0.12;;11.52;1451.11;7.08;183.03;82.06;1734.8;;;;;;;;;;
2011;74315;Estimated;Estimated using previous year's AADF on this link;A978;PU;392440;807260;;;A944;A9011;0.37;;10.21;1752.31;17.96;196.5;36.06;2013.04;;;;;;;;;;
2011;74316;Estimated;Estimated using previous year's AADF on this link;A9011;PU;391610;807330;;;A90;A978;0.93;;9.87;3639.47;117.37;248.01;55.11;4069.82;;;;;;;;;;
2011;75459;Counted;Automatic counter;A96;TU;391100;809200;;;A947;A90;1.3;;180.51;15051.43;368.64;1653.65;1097.83;18352.06;;;;;;;;;;
2011;77082;Counted;Manual count;A9013;PU;392800;803800;;;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;;8.44;738.98;11.29;67.7;75.93;902.35;;;;;;;;;;
2011;78513;Estimated;Estimated using previous year's AADF on this link;A956;PR;394220;801500;;;A90;Souter Head Rd roundabout;1.49;;19.6;6121.44;31.03;1117.49;1261.19;8550.74;;;;;;;;;;
2011;78514;Estimated;Estimated from nearby links;A90;TU;393020;803350;;;Cairngorm Rd;B9077;0.19;;8.16;1700.6;10.55;220.45;112.88;2052.64;;;;;;;;;;
2011;78515;Estimated;Estimated using previous year's AADF on this link;A93;PU;389000;802770;;;Old Ferry Rd;A90;3.11;;36.29;13129.48;277.83;1917.6;377.62;15738.82;;;;;;;;;;
2011;78516;Estimated;Estimated using previous year's AADF on this link;A944;PU;389500;806670;;;Skye Rd;Springhill Rd;0.37;;10.07;1664.81;56.75;249.16;59.19;2039.98;;;;;;;;;;
2011;78517;Estimated;Estimated from nearby links;A96;TU;389100;809800;;;Bankhead Avenue;A947;0.37;;21.5;2214.03;28.58;260.46;137.44;2662;;;;;;;;;;
2011;78518;Estimated;Estimated from nearby links;A947;PR;388800;813900;;;Riverview Drive;LA boundary;0.31;;16.9;1498.24;20.3;189.04;89.93;1814.4;;;;;;;;;;
2011;80026;Estimated;Estimated using previous year's AADF on this link;A93;PU;394000;805580;;;A9013;A956;0.99;;2.9;1639.5;17.06;186.16;33.39;1879;;;;;;;;;;
2011;80027;Estimated;Estimated using previous year's AADF on this link;A956;PU;394610;806300;;;A93;A96/A9013;0.43;;33.97;2811.33;8.73;779.99;342.6;3976.63;;;;;;;;;;
2011;80028;Estimated;Estimated using previous year's AADF on this link;A944;PR;389000;806640;;;B9119;Skye Rd;0.99;;21.05;3743.48;71.12;475.74;146.24;4457.63;;;;;;;;;;
2011;80029;Estimated;Estimated using previous year's AADF on this link;A944;PU;390000;806680;;;Springhill Rd;A90;0.75;;18.51;3544.08;132.27;380.21;114.04;4189.1;;;;;;;;;;
2011;80030;Estimated;Estimated using previous year's AADF on this link;A944;PU;392000;806800;;;A90;A978;0.93;;18.03;2976.08;64.98;314.01;103.76;3476.85;;;;;;;;;;
2011;80031;Counted;Manual count;A944;PU;393000;806910;;;A978;A96;0.93;;24.15;4334.5;72.12;470.84;73.48;4975.1;;;;;;;;;;
2011;80032;Estimated;Estimated using previous year's AADF on this link;A90;TU;394000;810990;;;B997 Scotstown Road;A956;0.62;;38.78;2852.02;35.83;598.07;266.49;3791.2;;;;;;;;;;
2011;80033;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;810000;;;A96;B997 Scotstown Road;2.61;;32.39;14184.6;55.25;2170.89;789.67;17232.8;;;;;;;;;;
2011;80038;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392880;804000;;;A945;B9077;0.81;;14.45;2514.4;62.21;311.35;34.2;2936.61;;;;;;;;;;
2011;80039;Estimated;Estimated using previous year's AADF on this link;A96;PU;393640;807320;;;B991;A944;0.56;;14.7;1002.84;30.01;145.74;71.65;1264.93;;;;;;;;;;
2011;80040;Estimated;Estimated using previous year's AADF on this link;A96;PU;394240;806750;;;A944;A956;0.5;;6.89;1865.39;38.47;369.23;185.25;2465.23;;;;;;;;;;
2011;80041;Estimated;Estimated using previous year's AADF on this link;A9012;PU;392000;808000;;;A90;A978;0.56;;10.82;1472.73;1.63;174.32;40.21;1699.71;;;;;;;;;;
2011;80333;Counted;Manual count;A978;PU;393050;806000;;;A9013;A944;0.93;;6.8;1797.28;89.81;202.76;26.88;2123.53;;;;;;;;;;
2011;80345;Counted;Manual count;A956;PU;394350;805030;;;Souter Head Rd roundabout;A945;1.93;;243.27;12739.13;93.51;2678.74;1687.4;17442.05;;;;;;;;;;
2011;80355;Counted;Manual count;A944;PR;386000;806180;;;B9119;B9119;2.36;;124.11;18960.52;221.49;1956.38;497.28;21759.78;;;;;;;;;;
2012;1041;Estimated;Estimated using previous year's AADF on this link;A956;PU;394400;809000;;;A978;B997 Balgownie Road;0.81;;46.58;5260.55;202.85;934.94;446.09;6890.72;;;;;;;;;;
2012;1042;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393250;805600;;;A93;A978;0.19;;11.57;926.98;50.83;136.28;27.9;1153.55;;;;;;;;;;
2012;1178;Estimated;Estimated using previous year's AADF on this link;A90;TU;391560;808000;;;A9011;A9012;0.87;;58.11;8025.34;55.88;1385.98;519.15;10044.45;;;;;;;;;;
2012;1213;Estimated;Estimated using previous year's AADF on this link;A96;TR;384900;811400;;;B979;B979;1.55;;7.94;9589.12;223.97;1313.74;574.94;11709.14;;;;;;;;;;
2012;10775;Estimated;Estimated using previous year's AADF on this link;A956;PU;394600;810000;;;B997 Balgownie Road;A90;0.75;;71.31;6379.44;171.46;1127.83;377.21;8127.26;;;;;;;;;;
2012;10859;Estimated;Estimated using previous year's AADF on this link;A93;PR;387200;802070;;;B979;Old Ferry Rd;1.74;;27.94;6923.86;144.79;732.84;210.2;8039.62;;;;;;;;;;
2012;10989;Counted;Automatic counter;A90;TU;392900;803560;;;B9077 Leggart Terrace;A9013;0.19;;19.12;1791.02;1.09;331.56;21.91;2164.63;;;;;;;;;;
2012;10990;Estimated;Estimated using previous year's AADF on this link;A947;PU;389010;811700;;;Riverview Drive;A96;3.04;;183.37;15895.24;241.16;2293.77;979.08;19593.72;;;;;;;;;;
2012;20853;Estimated;Estimated using previous year's AADF on this link;A9013;PU;394400;806330;;;B986;A96/A956;0.43;;51.6;1528.23;226.07;305.93;37.78;2149.61;;;;;;;;;;
2012;20854;Estimated;Estimated using previous year's AADF on this link;A90;TR;392900;803000;;;A956;Cairngorm Rd;1.74;;66.68;14855.52;95.89;2008;984.31;18009.14;;;;;;;;;;
2012;20868;Estimated;Estimated using previous year's AADF on this link;A96;PU;392000;809050;;;A90;A978;1.24;;126.1;5394.22;138.35;860.03;285.77;6804.92;;;;;;;;;;
2012;20987;Counted;Automatic counter;A90;TU;391620;805200;;;A93;B9119 Queen's Road;0.62;;80.51;6542.06;7.94;1398.22;254.24;8283.21;;;;;;;;;;
2012;21002;Estimated;Estimated using previous year's AADF on this link;A978;PU;392640;808000;;;A9012;A96;0.56;;13.06;2023.04;25.52;319.65;58.38;2439.85;;;;;;;;;;
2012;30854;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393200;805300;;;B9077;A93;0.19;;7.55;812.13;43.75;126.21;24.43;1014.07;;;;;;;;;;
2012;30860;Estimated;Estimated using previous year's AADF on this link;A93;PU;392600;805000;;;A90;A9013;0.93;;14.97;2905.99;106.14;450.09;72.46;3549.65;;;;;;;;;;
2012;30992;Estimated;Estimated using previous year's AADF on this link;A90;TU;391350;809035;;;A9012;A96;0.62;;65.55;6146.75;92.08;1095.45;309.81;7709.4;;;;;;;;;;
2012;40780;Estimated;Estimated using previous year's AADF on this link;A96;TR;386800;811210;;;B979;Bankhead Avenue;2.42;;116.76;12860.95;172.48;1577.1;798.72;15526.01;;;;;;;;;;
2012;40854;Estimated;Estimated using previous year's AADF on this link;A956;PU;394200;808100;;;A96/A9013;A978;1.18;;34.04;4958.61;338.27;904.07;636.9;6872.33;;;;;;;;;;
2012;40861;Estimated;Estimated using previous year's AADF on this link;A93;PR;385000;801100;;;B979;B979;1.43;;27.13;6377.58;103.28;830.97;334.89;7673.86;;;;;;;;;;
2012;40869;Estimated;Estimated using previous year's AADF on this link;A96;PU;393100;808000;;;A978;B991;0.5;;25.22;2028.5;113.4;414.41;169.47;2750.82;;;;;;;;;;
2012;40991;Counted;Automatic counter;A90;TU;392640;804000;;;A9013;A93;0.81;;94.64;6738.58;10.91;1003.64;473.81;8321.29;;;;;;;;;;
2012;41007;Estimated;Estimated using previous year's AADF on this link;A978;PU;394000;808500;;;A96;A956;0.75;;35.38;3641.51;52.25;751.44;289.85;4770.16;;;;;;;;;;
2012;50843;Estimated;Estimated using previous year's AADF on this link;A978;PU;392400;807600;;;A9011;A9012;0.19;;5.92;896.91;22.18;116.01;21.02;1061.97;;;;;;;;;;
2012;50863;Estimated;Estimated using previous year's AADF on this link;A90;TU;391100;806200;;;B9119 Queen's Road;A944;0.99;;98.7;8508.1;39.92;1360.08;661.89;10668.69;;;;;;;;;;
2012;50866;Counted;Manual count;A9013;PU;393800;806000;;;A978;B986;0.43;;17.94;1478.22;175.75;222.9;41.44;1936.4;;;;;;;;;;
2012;74306;Estimated;Estimated using previous year's AADF on this link;A93;PR;383400;800930;;;LA boundary;B979;0.37;;2.99;467.03;15.51;61.1;23.41;570.18;;;;;;;;;;
2012;74307;Counted;Automatic counter;A90;TR;393170;800230;;;LA boundary;A956;0.43;;90.02;5215.59;17.94;787.29;536.61;6647.45;;;;;;;;;;
2012;74308;Estimated;Estimated using previous year's AADF on this link;A90;TR;394740;812500;;;A956;LA boundary;2.3;;164.48;10231.06;109.93;1575.95;851.75;12933.16;;;;;;;;;;
2012;74310;Estimated;Estimated using previous year's AADF on this link;A96;TR;382860;812325;;;LA Boundary;B979;0.31;;13.61;1667.32;9.07;229.86;104.56;2024.31;;;;;;;;;;
2012;74311;Estimated;Estimated using previous year's AADF on this link;A944;PR;384070;806365;;;LA boundary;B9119;0.06;;0.84;82.49;0.93;10.68;10.16;105.08;;;;;;;;;;
2012;74312;Estimated;Estimated using previous year's AADF on this link;A945;PU;394220;804670;;;A9013;A956;1.43;;80.33;5928.45;37.56;1078.75;342.72;7467.81;;;;;;;;;;
2012;74313;Estimated;Estimated using previous year's AADF on this link;A956;PU;394510;805770;;;A945;A93;0.81;;67.22;6182.22;191.35;1447.96;868.31;8756.77;;;;;;;;;;
2012;74314;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;806950;;;A944;A9011;0.12;;11.61;1429.61;7.85;206.25;83.01;1738.29;;;;;;;;;;
2012;74315;Estimated;Estimated using previous year's AADF on this link;A978;PU;392440;807260;;;A944;A9011;0.37;;10.21;1726.31;19.87;221.4;36.06;2014.12;;;;;;;;;;
2012;74316;Estimated;Estimated using previous year's AADF on this link;A9011;PU;391610;807330;;;A90;A978;0.93;;9.87;3585.38;130.3;279.3;55.45;4060.64;;;;;;;;;;
2012;75459;Counted;Automatic counter;A96;TU;391100;809200;;;A947;A90;1.3;;214.8;17925.31;439.13;1969.42;1307.39;21856.06;;;;;;;;;;
2012;77082;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392800;803800;;;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;;8.51;728.03;12.52;76.27;74.84;900.17;;;;;;;;;;
2012;78513;Estimated;Estimated using previous year's AADF on this link;A956;PR;394220;801500;;;A90;Souter Head Road roundabout;1.49;;17.96;6072.99;32.11;1155.59;1263.37;8542.03;;;;;;;;;;
2012;78514;Estimated;Estimated from nearby links;A90;TU;393020;803350;;;Cairngorm Rd;B9077;0.19;;7.55;1687.12;10.89;228;111.79;2045.35;;;;;;;;;;
2012;78515;Estimated;Estimated using previous year's AADF on this link;A93;PU;389000;802770;;;Old Ferry Rd;A90;3.11;;36.29;12934.43;308.45;2160.27;383.29;15822.74;;;;;;;;;;
2012;78516;Counted;Manual count;A944;PU;389500;806670;;;Skye Rd;Springhill Rd;0.37;;4.63;1987.45;26.81;217.59;42.73;2279.21;;;;;;;;;;
2012;78517;Estimated;Estimated from nearby links;A96;TU;389100;809800;;;Bankhead Avenue;A947;0.37;;19.87;2196.34;29.53;269.3;136.35;2651.39;;;;;;;;;;
2012;78518;Estimated;Estimated from nearby links;A947;PR;388800;813900;;;Riverview Drive;LA boundary;0.31;;17.01;1476.02;22.45;213.08;90.95;1819.39;;;;;;;;;;
2012;80026;Estimated;Estimated using previous year's AADF on this link;A93;PU;394000;805580;;;A9013;A956;0.99;;2.9;1615.18;18.87;209.75;34.11;1881.17;;;;;;;;;;
2012;80027;Counted;Manual count;A956;PU;394610;806300;;;A93;A96/A9013;0.43;;21.91;2470.79;6.03;448.5;362.13;3309.52;;;;;;;;;;
2012;80028;Estimated;Estimated using previous year's AADF on this link;A944;PR;389000;806640;;;B9119;Skye Rd;0.99;;19.6;3713.72;73.3;492.07;143.34;4442.02;;;;;;;;;;
2012;80029;Estimated;Estimated using previous year's AADF on this link;A944;PU;390000;806680;;;Springhill Rd;A90;0.75;;18.51;3491.55;146.69;428.38;117.03;4202.16;;;;;;;;;;
2012;80030;Estimated;Estimated using previous year's AADF on this link;A944;PU;392000;806800;;;A90;A978;0.93;;18.03;2931.85;72.12;353.81;103.76;3479.91;;;;;;;;;;
2012;80031;Estimated;Estimated using previous year's AADF on this link;A944;PU;393000;806910;;;A978;A96;0.93;;24.15;4270.2;79.95;530.71;73.14;4978.16;;;;;;;;;;
2012;80032;Estimated;Estimated using previous year's AADF on this link;A90;TU;394000;810990;;;B997 Scotstown Road;A956;0.62;;39.01;2809.83;39.69;673.82;266.94;3829.3;;;;;;;;;;
2012;80033;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;810000;;;A96;B997 Scotstown Road;2.61;;32.39;13974.09;60.96;2446.18;804.91;17319.48;;;;;;;;;;
2012;80038;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392880;804000;;;A945;B9077;0.81;;14.45;2477.25;68.99;350.86;34.2;2945.75;;;;;;;;;;
2012;80039;Estimated;Estimated using previous year's AADF on this link;A96;PU;393640;807320;;;B991;A944;0.56;;14.7;987.94;33.27;164.32;72.67;1272.9;;;;;;;;;;
2012;80040;Estimated;Estimated using previous year's AADF on this link;A96;PU;394240;806750;;;A944;A956;0.5;;6.89;1837.81;42.64;416.04;185.61;2489.18;;;;;;;;;;
2012;80041;Estimated;Estimated using previous year's AADF on this link;A9012;PU;392000;808000;;;A90;A978;0.56;;10.82;1450.89;1.84;196.36;41.03;1701.14;;;;;;;;;;
2012;80333;Estimated;Estimated using previous year's AADF on this link;A978;PU;393050;806000;;;A9013;A944;0.93;;6.8;1770.74;99.68;228.61;26.54;2132.04;;;;;;;;;;
2012;80345;Estimated;Estimated using previous year's AADF on this link;A956;PU;394350;805030;;;Souter Head Road roundabout;A945;1.93;;244.67;12550;104.06;3018.33;1684.58;17601.65;;;;;;;;;;
2012;80355;Estimated;Estimated using previous year's AADF on this link;A944;PR;386000;806180;;;B9119;B9119;2.36;;114.62;18809.7;228.39;2023.6;492.97;21670.15;;;;;;;;;;
2013;1041;Estimated;Estimated using previous year's AADF on this link;A956;PU;394400;809000;;;A978;B997 Balgownie Road;0.81;;49.03;5261.44;227.89;866.22;457.98;6862.56;;;;;;;;;;
2013;1042;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393250;805600;;;A93;A978;0.19;;12.18;927.16;57.08;126.3;27.17;1149.9;;;;;;;;;;
2013;1178;Estimated;Estimated using previous year's AADF on this link;A90;TU;391560;808000;;;A9011;A9012;0.87;;61.21;8026.81;62.94;1284.24;518.05;9953.25;;;;;;;;;;
2013;1213;Estimated;Estimated using previous year's AADF on this link;A96;TR;384900;811400;;;B979;B979;1.55;;8.13;9567.42;219.77;1359.28;576.4;11731.02;;;;;;;;;;
2013;10775;Counted;Manual count;A956;PU;394600;810000;;;B997 Balgownie Road;A90;0.75;;78.62;7200.62;131.46;1084.45;440.81;8935.97;;;;;;;;;;
2013;10859;Estimated;Estimated using previous year's AADF on this link;A93;PR;387200;802070;;;B979;Old Ferry Rd;1.74;;28.55;6908.16;142.4;758.48;200.88;8038.49;;;;;;;;;;
2013;10989;Counted;Automatic counter;A90;TU;392900;803560;;;B9077 Leggart Terrace;A9013;0.19;;17.93;1682.64;1.01;311.49;20.58;2033.65;;;;;;;;;;
2013;10990;Estimated;Estimated using previous year's AADF on this link;A947;PU;389010;811700;;;Riverview Drive;A96;3.04;;193.04;15898.12;271.53;2125.59;994.29;19482.59;;;;;;;;;;
2013;20853;Estimated;Estimated using previous year's AADF on this link;A9013;PU;394400;806330;;;B986;A96/A956;0.43;;54.31;1528.55;254.12;283.43;36.48;2156.91;;;;;;;;;;
2013;20854;Estimated;Estimated using previous year's AADF on this link;A90;TR;392900;803000;;;A956;Cairngorm Rd;1.74;;68.64;14822.07;94.08;2077.66;978.81;18041.28;;;;;;;;;;
2013;20868;Estimated;Estimated using previous year's AADF on this link;A96;PU;392000;809050;;;A90;A978;1.24;;132.6;5395.31;155.5;797.03;289.66;6770.1;;;;;;;;;;
2013;20987;Counted;Automatic counter;A90;TU;391620;805200;;;A93;B9119 Queen's Road;0.62;;80.35;6522.39;8.01;1394.03;253.48;8258.26;;;;;;;;;;
2013;21002;Estimated;Estimated using previous year's AADF on this link;A978;PU;392640;808000;;;A9012;A96;0.56;;13.84;2023.41;28.75;296.22;56.49;2418.71;;;;;;;;;;
2013;30854;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393200;805300;;;B9077;A93;0.19;;7.93;812.31;49.2;116.93;23.93;1010.29;;;;;;;;;;
2013;30860;Estimated;Estimated using previous year's AADF on this link;A93;PU;392600;805000;;;A90;A9013;0.93;;15.85;2906.72;119.17;416.98;69.94;3528.67;;;;;;;;;;
2013;30992;Estimated;Estimated using previous year's AADF on this link;A90;TU;391350;809035;;;A9012;A96;0.62;;68.94;6147.99;103.48;1014.87;309.18;7644.48;;;;;;;;;;
2013;40780;Estimated;Estimated using previous year's AADF on this link;A96;TR;386800;811210;;;B979;Bankhead Avenue;2.42;;120.15;12832.65;169.62;1632.01;791.59;15546.06;;;;;;;;;;
2013;40854;Estimated;Estimated using previous year's AADF on this link;A956;PU;394200;808100;;;A96/A9013;A978;1.18;;36.06;4959.52;380.34;837.71;643.36;6856.98;;;;;;;;;;
