Year;CP;Estimation_method;Estimation_method_detailed;Road;RoadCategory;Easting;Northing;Longitute;Latitude;StartJunction;EndJunction;LinkLength_miles;LinkLength_kilometres;Motorcycles;CarsTaxis;BusesCoaches;LightGoodsVehicles;AllHGVs;AllMotorVehicles;;MotorcycleCO2PerKilometer;CarsTaxisCO2PerKilometer;BusesCoachesCO2PerKilometer;LightGoodsVehiclesCO2PerKilometer;AllHGVsCO2PerKilometer;TotalEmissionsPerSection;;Rank;
2013;40861;Estimated;Estimated using previous year's AADF on this link;A93;PR;385000;801100;;;B979;B979;1.43;;27.94;6363.36;101.62;859.75;332.24;7684.92;;;;;;;;;;
2013;40869;Estimated;Estimated using previous year's AADF on this link;A96;PU;393100;808000;;;A978;B991;0.5;;26.52;2028.86;127.34;383.98;170.93;2737.63;;;;;;;;;;
2013;40991;Estimated;Estimated using previous year's AADF on this link;A90;TU;392640;804000;;;A9013;A93;0.81;;99.59;6739.77;12.17;929.89;477.77;8259.22;;;;;;;;;;
2013;41007;Estimated;Estimated using previous year's AADF on this link;A978;PU;394000;808500;;;A96;A956;0.75;;37.19;3642.13;58.69;696.16;289.37;4723.54;;;;;;;;;;
2013;50843;Counted;Manual count;A978;PU;392400;807600;;;A9011;A9012;0.19;;10.78;834.89;4.45;115.83;23.19;989.14;;;;;;;;;;
2013;50863;Estimated;Estimated using previous year's AADF on this link;A90;TU;391100;806200;;;B9119 Queen's Road;A944;0.99;;103.77;8509.84;44.78;1260.09;666.42;10584.91;;;;;;;;;;
2013;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393800;806000;;;A978;B986;0.43;;18.86;1478.49;197.55;206.6;39.75;1941.25;;;;;;;;;;
2013;74306;Estimated;Estimated using previous year's AADF on this link;A93;PR;383400;800930;;;LA boundary;B979;0.37;;3.13;468.62;16.91;65.58;23.49;577.75;;;;;;;;;;
2013;74307;Counted;Automatic counter;A90;TR;393170;800230;;;LA boundary;A956;0.43;;94.93;5498.11;18.88;829.98;565.61;7007.52;;;;;;;;;;
2013;74308;Estimated;Estimated using previous year's AADF on this link;A90;TR;394740;812500;;;A956;LA boundary;2.3;;169.38;10208.46;108.13;1630.94;848.31;12965.24;;;;;;;;;;
2013;74310;Estimated;Estimated using previous year's AADF on this link;A96;TR;382860;812325;;;LA Boundary;B979;0.31;;13.99;1663.62;8.86;237.87;102.24;2026.59;;;;;;;;;;
2013;74311;Estimated;Estimated using previous year's AADF on this link;A944;PR;384070;806365;;;LA boundary;B9119;0.06;;0.87;82.75;1;11.47;10.67;106.76;;;;;;;;;;
2013;74312;Estimated;Estimated using previous year's AADF on this link;A945;PU;394220;804670;;;A9013;A956;1.43;;84.53;5929.6;42.27;999.36;339.58;7395.36;;;;;;;;;;
2013;74313;Counted;Manual count;A956;PU;394510;805770;;;A945;A93;0.81;;28.71;6636.21;177.56;1239.14;1008.02;9089.65;;;;;;;;;;
2013;74314;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;806950;;;A944;A9011;0.12;;12.2;1429.88;8.82;191.09;84.87;1726.87;;;;;;;;;;
2013;74315;Estimated;Estimated using previous year's AADF on this link;A978;PU;392440;807260;;;A944;A9011;0.37;;10.81;1726.67;22.39;205.15;34.85;1999.87;;;;;;;;;;
2013;74316;Estimated;Estimated using previous year's AADF on this link;A9011;PU;391610;807330;;;A90;A978;0.93;;10.45;3586.22;146.31;258.93;53.71;4055.62;;;;;;;;;;
2013;75459;Counted;Automatic counter;A96;TU;391100;809200;;;A947;A90;1.3;;194.86;16246.43;397.89;1784.89;1184.93;19809;;;;;;;;;;
2013;77082;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392800;803800;;;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;;8.94;728.17;14.08;70.68;76.58;898.45;;;;;;;;;;
2013;78513;Counted;Manual count;A956;PR;394220;801500;;;A90;Souter Head Road roundabout;1.49;;54.91;7843.1;38.04;1366.06;1037.6;10339.72;;;;;;;;;;
2013;78514;Estimated;Estimated from nearby links;A90;TU;393020;803350;;;Cairngorm Rd;B9077;0.19;;7.8;1683.36;10.68;235.96;111.17;2048.97;;;;;;;;;;
2013;78515;Estimated;Estimated using previous year's AADF on this link;A93;PU;389000;802770;;;Old Ferry Rd;A90;3.11;;38.43;12937.38;346.35;2002.04;373.47;15697.68;;;;;;;;;;
2013;78516;Estimated;Estimated using previous year's AADF on this link;A944;PU;389500;806670;;;Skye Rd;Springhill Rd;0.37;;4.89;1987.87;30.17;201.59;42.45;2266.97;;;;;;;;;;
2013;78517;Estimated;Estimated from nearby links;A96;TU;389100;809800;;;Bankhead Avenue;A947;0.37;;20.52;2191.42;28.97;278.7;135.18;2654.79;;;;;;;;;;
2013;78518;Estimated;Estimated from nearby links;A947;PR;388800;813900;;;Riverview Drive;LA boundary;0.31;;17.92;1476.25;25.21;197.38;92.33;1809.1;;;;;;;;;;
2013;80026;Counted;Manual count;A93;PU;394000;805580;;;A9013;A956;0.99;;55.33;1781.33;2.87;223.26;19.3;2082.1;;;;;;;;;;
2013;80027;Estimated;Estimated using previous year's AADF on this link;A956;PU;394610;806300;;;A93;A96/A9013;0.43;;23.05;2471.21;6.84;415.62;376.05;3292.79;;;;;;;;;;
2013;80028;Counted;Manual count;A944;PR;389000;806640;;;B9119;Skye Rd;0.99;;24.53;4526.72;27.71;372.21;141.29;5092.46;;;;;;;;;;
2013;80029;Estimated;Estimated using previous year's AADF on this link;A944;PU;390000;806680;;;Springhill Rd;A90;0.75;;19.6;3492.22;164.89;396.95;118.56;4192.23;;;;;;;;;;
2013;80030;Estimated;Estimated using previous year's AADF on this link;A944;PU;392000;806800;;;A90;A978;0.93;;19.1;2932.53;81;327.83;102.4;3462.87;;;;;;;;;;
2013;80031;Estimated;Estimated using previous year's AADF on this link;A944;PU;393000;806910;;;A978;A96;0.93;;25.58;4271.08;89.91;491.57;72.14;4950.28;;;;;;;;;;
2013;80032;Estimated;Estimated using previous year's AADF on this link;A90;TU;394000;810990;;;B997 Scotstown Road;A956;0.62;;41.08;2810.29;44.67;624.41;267.94;3788.39;;;;;;;;;;
2013;80033;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;810000;;;A96;B997 Scotstown Road;2.61;;34.3;13977.07;68.87;2266.49;804.52;17151.26;;;;;;;;;;
2013;80038;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392880;804000;;;A945;B9077;0.81;;15.3;2477.61;77.55;325.06;33.22;2928.75;;;;;;;;;;
2013;80039;Estimated;Estimated using previous year's AADF on this link;A96;PU;393640;807320;;;B991;A944;0.56;;15.56;988.17;37.41;152.16;73.46;1266.77;;;;;;;;;;
2013;80040;Counted;Manual count;A96;PU;394240;806750;;;A944;A956;0.5;;8.32;1537.49;27.33;279.68;126.26;1979.08;;;;;;;;;;
2013;80041;Estimated;Estimated using previous year's AADF on this link;A9012;PU;392000;808000;;;A90;A978;0.56;;11.46;1451.18;2.04;181.99;40.29;1686.96;;;;;;;;;;
2013;80333;Estimated;Estimated using previous year's AADF on this link;A978;PU;393050;806000;;;A9013;A944;0.93;;7.21;1770.98;111.96;211.69;25.35;2127.2;;;;;;;;;;
2013;80345;Estimated;Estimated using previous year's AADF on this link;A956;PU;394350;805030;;;Souter Head Road roundabout;A945;1.93;;257.66;12552.75;116.57;2796.7;1711.74;17435.42;;;;;;;;;;
2013;80355;Counted;Manual count;A944;PR;386000;806180;;;B9119;B9119;2.36;;47.55;18931.89;177.19;1867.46;1128.38;22152.5;;;;;;;;;;
2014;1041;Estimated;Estimated using previous year's AADF on this link;A956;PU;394400;809000;;;A978;B997 Balgownie Road;0.81;;47.31;5361.32;286.62;920.3;433.33;7048.88;;;;;;;;;;
2014;1042;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393250;805600;;;A93;A978;0.19;;11.75;944.76;71.8;134.19;23.93;1186.43;;;;;;;;;;
2014;1178;Estimated;Estimated using previous year's AADF on this link;A90;TU;391560;808000;;;A9011;A9012;0.87;;59.07;8179.18;79.16;1364.42;476.53;10158.36;;;;;;;;;;
2014;1213;Estimated;Estimated using previous year's AADF on this link;A96;TR;384900;811400;;;B979;B979;1.55;;8.92;9543.11;228.81;1415.23;573.28;11769.35;;;;;;;;;;
2014;10775;Estimated;Estimated using previous year's AADF on this link;A956;PU;394600;810000;;;B997 Balgownie Road;A90;0.75;;75.88;7337.31;165.35;1152.16;415.46;9146.15;;;;;;;;;;
2014;10859;Estimated;Estimated using previous year's AADF on this link;A93;PR;387200;802070;;;B979;Old Ferry Rd;1.74;;31.29;6890.61;148.26;789.7;199.19;8059.05;;;;;;;;;;
2014;10989;Counted;Automatic counter;A90;TU;392900;803560;;;B9077 Leggart Terrace;A9013;0.19;;20.29;1903.88;1.14;352.44;23.29;2301.05;;;;;;;;;;
2014;10990;Estimated;Estimated using previous year's AADF on this link;A947;PU;389010;811700;;;Riverview Drive;A96;3.04;;186.29;16199.91;341.53;2258.31;919.46;19905.49;;;;;;;;;;
2014;20853;Estimated;Estimated using previous year's AADF on this link;A9013;PU;394400;806330;;;B986;A96/A956;0.43;;52.41;1557.57;319.62;301.13;31.8;2262.54;;;;;;;;;;
2014;20854;Counted;Manual count;A90;TR;392900;803000;;;A956;Cairngorm Rd;1.74;;122.23;14622.56;104.97;2020.77;782.62;17653.15;;;;;;;;;;
2014;20868;Estimated;Estimated using previous year's AADF on this link;A96;PU;392000;809050;;;A90;A978;1.24;;127.96;5497.72;195.59;846.79;270.04;6938.1;;;;;;;;;;
2014;20987;Counted;Automatic counter;A90;TU;391620;805200;;;A93;B9119 Queen's Road;0.62;;82.85;6737.6;8.27;1440.02;261.91;8530.65;;;;;;;;;;
2014;21002;Estimated;Estimated using previous year's AADF on this link;A978;PU;392640;808000;;;A9012;A96;0.56;;13.35;2061.82;36.17;314.72;49.43;2475.48;;;;;;;;;;
2014;30854;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393200;805300;;;B9077;A93;0.19;;7.65;827.73;61.88;124.23;21.16;1042.65;;;;;;;;;;
2014;30860;Estimated;Estimated using previous year's AADF on this link;A93;PU;392600;805000;;;A90;A9013;0.93;;15.3;2961.9;149.89;443.02;61.38;3631.49;;;;;;;;;;
2014;30992;Estimated;Estimated using previous year's AADF on this link;A90;TU;391350;809035;;;A9012;A96;0.62;;66.53;6264.7;130.15;1078.23;285.13;7824.75;;;;;;;;;;
2014;40780;Estimated;Estimated using previous year's AADF on this link;A96;TR;386800;811210;;;B979;Bankhead Avenue;2.42;;131.66;12800.05;176.61;1699.19;783.18;15590.68;;;;;;;;;;
2014;40854;Estimated;Estimated using previous year's AADF on this link;A956;PU;394200;808100;;;A96/A9013;A978;1.18;;34.8;5053.66;478.37;890.01;594.23;7051.07;;;;;;;;;;
2014;40861;Estimated;Estimated using previous year's AADF on this link;A93;PR;385000;801100;;;B979;B979;1.43;;30.62;6347.19;105.81;895.13;330.78;7709.53;;;;;;;;;;
2014;40869;Estimated;Estimated using previous year's AADF on this link;A96;PU;393100;808000;;;A978;B991;0.5;;25.59;2067.37;160.17;407.95;158.12;2819.2;;;;;;;;;;
2014;40991;Estimated;Estimated using previous year's AADF on this link;A90;TU;392640;804000;;;A9013;A93;0.81;;96.11;6867.71;15.31;987.95;446.51;8413.6;;;;;;;;;;
2014;41007;Estimated;Estimated using previous year's AADF on this link;A978;PU;394000;808500;;;A96;A956;0.75;;35.89;3711.27;73.82;739.62;263.78;4824.38;;;;;;;;;;
2014;50843;Estimated;Estimated using previous year's AADF on this link;A978;PU;392400;807600;;;A9011;A9012;0.19;;10.4;850.74;5.6;123.06;20.81;1010.61;;;;;;;;;;
2014;50863;Estimated;Estimated using previous year's AADF on this link;A90;TU;391100;806200;;;B9119 Queen's Road;A944;0.99;;100.15;8671.38;56.33;1338.76;612.86;10779.48;;;;;;;;;;
2014;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393800;806000;;;A978;B986;0.43;;18.2;1506.55;248.47;219.5;35.02;2027.74;;;;;;;;;;
2014;74306;Estimated;Estimated using previous year's AADF on this link;A93;PR;383400;800930;;;LA boundary;B979;0.37;;3.44;474.22;17.09;71.38;24.45;590.57;;;;;;;;;;
2014;74307;Counted;Automatic counter;A90;TR;393170;800230;;;LA boundary;A956;0.43;;94.34;5463.49;18.78;824.75;562.02;6963.39;;;;;;;;;;
2014;74308;Estimated;Estimated using previous year's AADF on this link;A90;TR;394740;812500;;;A956;LA boundary;2.3;;185.61;10182.53;112.59;1698.07;839.21;13018;;;;;;;;;;
2014;74310;Estimated;Estimated using previous year's AADF on this link;A96;TR;382860;812325;;;LA Boundary;B979;0.31;;15.33;1659.39;9.22;247.67;100.41;2032.02;;;;;;;;;;
2014;74311;Estimated;Estimated using previous year's AADF on this link;A944;PR;384070;806365;;;LA boundary;B9119;0.06;;0.95;83.74;1.02;12.49;11.26;109.45;;;;;;;;;;
2014;74312;Estimated;Estimated using previous year's AADF on this link;A945;PU;394220;804670;;;A9013;A956;1.43;;81.58;6042.17;53.16;1061.76;304.99;7543.66;;;;;;;;;;
2014;74313;Estimated;Estimated using previous year's AADF on this link;A956;PU;394510;805770;;;A945;A93;0.81;;27.71;6762.19;223.32;1316.51;938.78;9268.5;;;;;;;;;;
2014;74314;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;806950;;;A944;A9011;0.12;;11.78;1457.03;11.1;203.02;79.5;1762.41;;;;;;;;;;
2014;74315;Estimated;Estimated using previous year's AADF on this link;A978;PU;392440;807260;;;A944;A9011;0.37;;10.43;1759.44;28.16;217.96;30.54;2046.55;;;;;;;;;;
2014;74316;Estimated;Estimated using previous year's AADF on this link;A9011;PU;391610;807330;;;A90;A978;0.93;;10.08;3654.29;184.03;275.09;46.74;4170.25;;;;;;;;;;
2014;75459;Counted;Automatic counter;A96;TU;391100;809200;;;A947;A90;1.3;;207.6;17308.54;423.9;1901.58;1262.4;21104.01;;;;;;;;;;
2014;77082;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392800;803800;;;A90 Stonehaven Rd;A945 Ruthrieston Rd;0.19;;8.62;741.99;17.71;75.09;72.64;916.07;;;;;;;;;;
2014;78513;Estimated;Estimated using previous year's AADF on this link;A956;PR;394220;801500;;;A90;Souter Head Road roundabout;1.49;;60.17;7823.17;39.61;1422.28;1019.63;10364.87;;;;;;;;;;
2014;78514;Estimated;Estimated from nearby links;A90;TU;393020;803350;;;Cairngorm Rd;B9077;0.19;;13.88;1660.71;11.92;229.5;88.88;2004.89;;;;;;;;;;
2014;78515;Estimated;Estimated using previous year's AADF on this link;A93;PU;389000;802770;;;Old Ferry Rd;A90;3.11;;37.09;13182.97;435.62;2127.04;329.98;16112.7;;;;;;;;;;
2014;78516;Estimated;Estimated using previous year's AADF on this link;A944;PU;389500;806670;;;Skye Rd;Springhill Rd;0.37;;4.72;2025.6;37.95;214.18;39.22;2321.67;;;;;;;;;;
2014;78517;Estimated;Estimated from nearby links;A96;TU;389100;809800;;;Bankhead Avenue;A947;0.37;;22.48;2185.85;30.16;290.17;133.74;2662.41;;;;;;;;;;
2014;78518;Estimated;Estimated from nearby links;A947;PR;388800;813900;;;Riverview Drive;LA boundary;0.31;;17.3;1504.28;31.71;209.7;85.38;1848.37;;;;;;;;;;
2014;80026;Estimated;Estimated using previous year's AADF on this link;A93;PU;394000;805580;;;A9013;A956;0.99;;53.4;1815.14;3.62;237.2;17.26;2126.62;;;;;;;;;;
2014;80027;Estimated;Estimated using previous year's AADF on this link;A956;PU;394610;806300;;;A93;A96/A9013;0.43;;22.25;2518.12;8.61;441.57;361.97;3352.52;;;;;;;;;;
2014;80028;Estimated;Estimated using previous year's AADF on this link;A944;PR;389000;806640;;;B9119;Skye Rd;0.99;;26.88;4515.22;28.85;387.53;139.14;5097.61;;;;;;;;;;
2014;80029;Estimated;Estimated using previous year's AADF on this link;A944;PU;390000;806680;;;Springhill Rd;A90;0.75;;18.92;3558.51;207.39;421.73;109.85;4316.41;;;;;;;;;;
2014;80030;Estimated;Estimated using previous year's AADF on this link;A944;PU;392000;806800;;;A90;A978;0.93;;18.43;2988.2;101.88;348.3;92.24;3549.05;;;;;;;;;;
2014;80031;Estimated;Estimated using previous year's AADF on this link;A944;PU;393000;806910;;;A978;A96;0.93;;24.69;4352.16;113.08;522.26;65.6;5077.79;;;;;;;;;;
2014;80032;Estimated;Estimated using previous year's AADF on this link;A90;TU;394000;810990;;;B997 Scotstown Road;A956;0.62;;39.64;2863.64;56.19;663.39;246.59;3869.44;;;;;;;;;;
2014;80033;Estimated;Estimated using previous year's AADF on this link;A90;TU;391050;810000;;;A96;B997 Scotstown Road;2.61;;33.1;14242.39;86.63;2407.99;728.11;17498.22;;;;;;;;;;
2014;80038;Estimated;Estimated using previous year's AADF on this link;A9013;PU;392880;804000;;;A945;B9077;0.81;;14.77;2524.64;97.54;345.36;28.98;3011.29;;;;;;;;;;
2014;80039;Estimated;Estimated using previous year's AADF on this link;A96;PU;393640;807320;;;B991;A944;0.56;;15.02;1006.93;47.05;161.66;68.14;1298.79;;;;;;;;;;
2014;80040;Estimated;Estimated using previous year's AADF on this link;A96;PU;394240;806750;;;A944;A956;0.5;;8.03;1566.68;34.38;297.14;118.92;2025.14;;;;;;;;;;
2014;80041;Estimated;Estimated using previous year's AADF on this link;A9012;PU;392000;808000;;;A90;A978;0.56;;11.06;1478.73;2.56;193.36;35.6;1721.3;;;;;;;;;;
2014;80333;Estimated;Estimated using previous year's AADF on this link;A978;PU;393050;806000;;;A9013;A944;0.93;;6.95;1804.6;140.82;224.9;22.24;2199.52;;;;;;;;;;
2014;80345;Estimated;Estimated using previous year's AADF on this link;A956;PU;394350;805030;;;Souter Head Road roundabout;A945;1.93;;248.65;12791.03;146.62;2971.31;1598.53;17756.14;;;;;;;;;;
2014;80355;Estimated;Estimated using previous year's AADF on this link;A944;PR;386000;806180;;;B9119;B9119;2.36;;52.1;18883.79;184.49;1944.33;1124.7;22189.41;;;;;;;;;;
2015;1041;Estimated;Estimated using previous year's AADF on this link;A956;PU;394400;809000;;;A978;B997 Balgownie Road;0.81;;50.29;5391.67;337.69;971.99;455.52;7207.16;;;;;;;;;;
2015;1042;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393250;805600;;;A93;A978;0.19;;12.49;950.11;84.59;141.73;23.01;1211.92;;;;;;;;;;
2015;1178;Estimated;Estimated using previous year's AADF on this link;A90;TU;391560;808000;;;A9011;A9012;0.87;;62.78;8225.48;93.26;1441.07;489.54;10312.13;;;;;;;;;;
2015;1213;Estimated;Estimated using previous year's AADF on this link;A96;TR;384900;811400;;;B979;B979;1.55;;8.94;9476.71;231.9;1540.78;602.31;11860.64;;;;;;;;;;
2015;10775;Estimated;Estimated using previous year's AADF on this link;A956;PU;394600;810000;;;B997 Balgownie Road;A90;0.75;;80.65;7378.84;194.81;1216.88;434.96;9306.14;;;;;;;;;;
2015;10859;Estimated;Estimated using previous year's AADF on this link;A93;PR;387200;802070;;;B979;Old Ferry Rd;1.74;;31.36;6842.67;150.26;859.75;215.67;8099.71;;;;;;;;;;
2015;10989;Counted;Automatic counter;A90;TU;392900;803560;;;B9077 Leggart Terrace;A9013;0.19;;20.26;1900.56;1.14;351.83;23.25;2297.04;;;;;;;;;;
2015;10990;Estimated;Estimated using previous year's AADF on this link;A947;PU;389010;811700;;;Riverview Drive;A96;3.04;;198;16291.62;402.38;2385.16;938.82;20215.98;;;;;;;;;;
2015;20853;Estimated;Estimated using previous year's AADF on this link;A9013;PU;394400;806330;;;B986;A96/A956;0.43;;55.71;1566.38;376.57;318.05;30.24;2346.95;;;;;;;;;;
2015;20854;Estimated;Estimated using previous year's AADF on this link;A90;TR;392900;803000;;;A956;Cairngorm Rd;1.74;;122.51;14520.82;106.39;2200.03;817.73;17767.49;;;;;;;;;;
2015;20868;Estimated;Estimated using previous year's AADF on this link;A96;PU;392000;809050;;;A90;A978;1.24;;136.01;5528.85;230.43;894.36;278.06;7067.7;;;;;;;;;;
2015;20987;Counted;Automatic counter;A90;TU;391620;805200;;;A93;B9119 Queen's Road;0.62;;81.22;6602.16;8.1;1411.08;256.63;8359.19;;;;;;;;;;
2015;21002;Estimated;Estimated using previous year's AADF on this link;A978;PU;392640;808000;;;A9012;A96;0.56;;14.19;2073.49;42.61;332.39;47.28;2509.97;;;;;;;;;;
2015;30854;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393200;805300;;;B9077;A93;0.19;;8.13;832.42;72.9;131.2;20.38;1065.03;;;;;;;;;;
2015;30860;Estimated;Estimated using previous year's AADF on this link;A93;PU;392600;805000;;;A90;A9013;0.93;;16.26;2978.67;176.6;467.9;59.03;3698.46;;;;;;;;;;
2015;30992;Estimated;Estimated using previous year's AADF on this link;A90;TU;391350;809035;;;A9012;A96;0.62;;70.71;6300.17;153.34;1138.8;293.59;7956.62;;;;;;;;;;
2015;40780;Estimated;Estimated using previous year's AADF on this link;A96;TR;386800;811210;;;B979;Bankhead Avenue;2.42;;131.97;12710.99;178.99;1849.92;822.19;15694.06;;;;;;;;;;
2015;40854;Estimated;Estimated using previous year's AADF on this link;A956;PU;394200;808100;;;A96/A9013;A978;1.18;;36.98;5082.27;563.6;940;603.67;7226.53;;;;;;;;;;
2015;40861;Estimated;Estimated using previous year's AADF on this link;A93;PR;385000;801100;;;B979;B979;1.43;;30.69;6303.03;107.23;974.54;349.35;7764.84;;;;;;;;;;
2015;40869;Estimated;Estimated using previous year's AADF on this link;A96;PU;393100;808000;;;A978;B991;0.5;;27.2;2079.08;188.7;430.86;161.76;2887.6;;;;;;;;;;
2015;40991;Estimated;Estimated using previous year's AADF on this link;A90;TU;392640;804000;;;A9013;A93;0.81;;102.15;6906.59;18.04;1043.45;462.47;8532.71;;;;;;;;;;
2015;41007;Estimated;Estimated using previous year's AADF on this link;A978;PU;394000;808500;;;A96;A956;0.75;;38.14;3732.28;86.98;781.17;263.98;4902.54;;;;;;;;;;
2015;50843;Estimated;Estimated using previous year's AADF on this link;A978;PU;392400;807600;;;A9011;A9012;0.19;;11.05;855.55;6.59;129.98;20.2;1023.38;;;;;;;;;;
2015;50863;Estimated;Estimated using previous year's AADF on this link;A90;TU;391100;806200;;;B9119 Queen's Road;A944;0.99;;106.44;8720.47;66.36;1413.96;619.7;10926.95;;;;;;;;;;
2015;50866;Estimated;Estimated using previous year's AADF on this link;A9013;PU;393800;806000;;;A978;B986;0.43;;19.35;1515.08;292.74;231.82;34.31;2093.31;;;;;;;;;;
2015;74306;Estimated;Estimated using previous year's AADF on this link;A93;PR;383400;800930;;;LA boundary;B979;0.37;;3.32;481.58;18.15;75.79;25.78;604.62;;;;;;;;;;
2015;74307;Counted;Automatic counter;A90;TR;393170;800230;;;LA boundary;A956;0.43;;93.37;5407.07;18.59;816.24;556.19;6891.47;;;;;;;;;;
2015;74308;Estimated;Estimated using previous year's AADF on this link;A90;TR;394740;812500;;;A956;LA boundary;2.3;;186.03;10111.68;114.1;1848.71;880.03;13140.56;;;;;;;;;;
